uri, type, function, detail
./utilmy/utilmy.py:config_load, function, x.items, [CLASS]: x:items
./utilmy/utilmy.py:config_load, function, json.load, [CLASS]: json:load
./utilmy/utilmy.py:config_load, function, os.makedirs, [CLASS]: os:makedirs
./utilmy/utilmy.py:config_load, function, open, [built-In]:open
./utilmy/utilmy.py:config_load, function, yaml.dump, [CLASS]: yaml:dump
./utilmy/utilmy.py:os_path_split, function, fpath.replace, [CLASS]: fpath:replace
./utilmy/utilmy.py:os_path_split, function, fpath.split, [CLASS]: fpath:split
./utilmy/utilmy.py:os_file_replacestring, function, os_file_replacestring1, os_file_replacestring1
./utilmy/utilmy.py:os_file_replacestring, function, fileinput.FileInput, [CLASS]: fileinput:FileInput
./utilmy/utilmy.py:os_file_replacestring, function, line.replace, [CLASS]: line:replace
./utilmy/utilmy.py:os_file_replacestring, function, file1.close, [CLASS]: file1:close
./utilmy/utilmy.py:os_file_replacestring, function, print, [built-In]:print
./utilmy/utilmy.py:os_file_replacestring, function, format, [built-In]:format
./utilmy/utilmy.py:os_file_replacestring, function, os_walk, os_walk
./utilmy/utilmy.py:os_walk, function, dir1.rstrip, [CLASS]: dir1:rstrip
./utilmy/utilmy.py:os_walk, function, dir1.count, [CLASS]: dir1:count
./utilmy/utilmy.py:os_walk, function, os.walk, [CLASS]: os:walk
./utilmy/utilmy.py:os_walk, function, root.count, [CLASS]: root:count
./utilmy/utilmy.py:os_walk, function, fnmatch.filter, [CLASS]: fnmatch:filter
./utilmy/utilmy.py:os_walk, function, np.array, [CLASS]: np:array
./utilmy/utilmy.py:z_os_search_fast, function, re.compile, [CLASS]: re:compile
./utilmy/utilmy.py:z_os_search_fast, function, enumerate, [built-In]:enumerate
./utilmy/utilmy.py:z_os_search_fast, function, re.search, [CLASS]: re:search
./utilmy/utilmy.py:z_os_search_fast, function, line.decode, [CLASS]: line:decode
./utilmy/utilmy.py:z_os_search_fast, function, res.append, [CLASS]: res:append
./utilmy/utilmy.py:z_os_search_fast, function, found.start, [CLASS]: found:start
./utilmy/utilmy.py:z_os_search_fast, function, text.encode, [CLASS]: text:encode
./utilmy/utilmy.py:z_os_search_fast, function, line.find, [CLASS]: line:find
./utilmy/utilmy.py:z_os_search_fast, function, print, [built-In]:print
./utilmy/utilmy.py:os_search_content, function, os_walk, os_walk
./utilmy/utilmy.py:os_search_content, function, z_os_search_fast, z_os_search_fast
./utilmy/utilmy.py:os_search_content, function, pd.DataFrame, [CLASS]: pd:DataFrame
./utilmy/utilmy.py:os_get_function_name, function, str, [built-In]:str
./utilmy/utilmy.py:os_get_function_name, function, socket.gethostname, [CLASS]: socket:gethostname
./utilmy/utilmy.py:os_get_function_name, function, sys._getframe, [CLASS]: sys:_getframe
./utilmy/utilmy.py:os_import, function, __import__, [built-In]:__import__
./utilmy/utilmy.py:os_import, function, hasattr, [built-In]:hasattr
./utilmy/utilmy.py:os_import, function, dir, [built-In]:dir
./utilmy/utilmy.py:os_import, function, name.startswith, [CLASS]: name:startswith
./utilmy/utilmy.py:os_import, function, all_names2.append, [CLASS]: all_names2:append
./utilmy/utilmy.py:os_import, function, print, [built-In]:print
./utilmy/utilmy.py:os_import, function, globs.update, [CLASS]: globs:update
./utilmy/utilmy.py:os_import, function, getattr, [built-In]:getattr
./utilmy/utilmy.py:os_variable_exist, function, str, [built-In]:str
./utilmy/utilmy.py:os_variable_exist, function, log, log
./utilmy/utilmy.py:os_variable_check, function, Exception, Exception
./utilmy/utilmy.py:os_variable_check, function, log, log
./utilmy/utilmy.py:os_variable_check, function, sys.exit, [CLASS]: sys:exit
./utilmy/utilmy.py:os_clean_memory, function, gc.collect, [CLASS]: gc:collect
./utilmy/utilmy.py:os_system_list, function, len, [built-In]:len
./utilmy/utilmy.py:os_system_list, function, enumerate, [built-In]:enumerate
./utilmy/utilmy.py:os_system_list, function, log, log
./utilmy/utilmy.py:os_system_list, function, os.system, [CLASS]: os:system
./utilmy/utilmy.py:os_system_list, function, time.sleep, [CLASS]: time:sleep
./utilmy/utilmy.py:os_file_check, function, log, log
./utilmy/utilmy.py:os_file_check, function, os.stat, [CLASS]: os:stat
./utilmy/utilmy.py:os_file_check, function, time.ctime, [CLASS]: time:ctime
./utilmy/utilmy.py:os_to_file, function, open, [built-In]:open
./utilmy/utilmy.py:os_to_file, function, fp.write, [CLASS]: fp:write
./utilmy/utilmy.py:os_cpu, function, os.cpu_count, [CLASS]: os:cpu_count
./utilmy/utilmy.py:os_memory, function, open, [built-In]:open
./utilmy/utilmy.py:os_memory, function, i.split, [CLASS]: i:split
./utilmy/utilmy.py:os_memory, function, str, [built-In]:str
./utilmy/utilmy.py:os_memory, function, int, [built-In]:int
./utilmy/utilmy.py:os_sleep_cpu, function, psutil.cpu_percent, [CLASS]: psutil:cpu_percent
./utilmy/utilmy.py:os_sleep_cpu, function, time.sleep, [CLASS]: time:sleep
./utilmy/utilmy.py:os_ram_object, function, id, [built-In]:id
./utilmy/utilmy.py:os_ram_object, function, getsizeof, getsizeof
./utilmy/utilmy.py:os_ram_object, function, ids.add, [CLASS]: ids:add
./utilmy/utilmy.py:os_ram_object, function, isinstance, [built-In]:isinstance
./utilmy/utilmy.py:os_ram_object, function, sum, [built-In]:sum
./utilmy/utilmy.py:os_ram_object, function, d, d
./utilmy/utilmy.py:os_ram_object, function, o.items, [CLASS]: o:items
./utilmy/utilmy.py:os_copy, function, ignore_pyc_files, ignore_pyc_files
./utilmy/utilmy.py:os_copy, function, name.endswith, [CLASS]: name:endswith
./utilmy/utilmy.py:os_copy, function, exclude.split, [CLASS]: exclude:split
./utilmy/utilmy.py:os_copy, function, os.makedirs, [CLASS]: os:makedirs
./utilmy/utilmy.py:os_copy, function, shutil.copytree, [CLASS]: shutil:copytree
./utilmy/utilmy.py:os_copy, function, shutil.ignore_patterns, [CLASS]: shutil:ignore_patterns
./utilmy/utilmy.py:os_removedirs, function, len, [built-In]:len
./utilmy/utilmy.py:os_removedirs, function, print, [built-In]:print
./utilmy/utilmy.py:os_removedirs, function, os.walk, [CLASS]: os:walk
./utilmy/utilmy.py:os_removedirs, function, os.remove, [CLASS]: os:remove
./utilmy/utilmy.py:os_removedirs, function, os.rmdir, [CLASS]: os:rmdir
./utilmy/utilmy.py:os_system, function, len, [built-In]:len
./utilmy/utilmy.py:os_system, function, enumerate, [built-In]:enumerate
./utilmy/utilmy.py:os_system, function, log, log
./utilmy/utilmy.py:os_system, function, os.system, [CLASS]: os:system
./utilmy/utilmy.py:os_system, function, time.sleep, [CLASS]: time:sleep
./utilmy/utilmy.py:os_makedirs, function, dir_or_file.split, [CLASS]: dir_or_file:split
./utilmy/utilmy.py:os_makedirs, function, os.makedirs, [CLASS]: os:makedirs
./utilmy/utilmy.py:global_verbosity, function, git_repo_root, git_repo_root
./utilmy/utilmy.py:global_verbosity, function, json.load, [CLASS]: json:load
./utilmy/utilmy.py:global_verbosity, function, yaml.load, [CLASS]: yaml:load
./utilmy/utilmy.py:global_verbosity, function, Exception, Exception
./utilmy/utilmy.py:global_verbosity, function, int, [built-In]:int
./utilmy/utilmy.py:git_repo_root, function, os_system, os_system
./utilmy/utilmy.py:git_repo_root, function, mout.split, [CLASS]: mout:split
./utilmy/utilmy.py:git_repo_root, function, len, [built-In]:len
./utilmy/utilmy.py:git_current_hash, function, subprocess.check_output, [CLASS]: subprocess:check_output
./utilmy/utilmy.py:git_current_hash, function, label.decode, [CLASS]: label:decode
./utilmy/utilmy.py:plot_to_html, function, glob.glob, [CLASS]: glob:glob
./utilmy/utilmy.py:plot_to_html, function, flist.sorted, [CLASS]: flist:sorted
./utilmy/utilmy.py:plot_to_html, function, print, [built-In]:print
./utilmy/utilmy.py:plot_to_html, function, open, [built-In]:open
./utilmy/utilmy.py:plot_to_html, function, base64.b64encode, [CLASS]: base64:b64encode
./utilmy/utilmy.py:plot_to_html, function, f.write, [CLASS]: f:write
./utilmy/utilmy.py:save, function, os.makedirs, [CLASS]: os:makedirs
./utilmy/utilmy.py:save, function, pickle.dump, [CLASS]: pickle:dump
./utilmy/utilmy.py:save, function, open, [built-In]:open
./utilmy/utilmy.py:load, function, pickle.load, [CLASS]: pickle:load
./utilmy/utilmy.py:print_everywhere, function, snoop.install, [CLASS]: snoop:install
./utilmy/utilmy.py:print_everywhere, function, myfun, myfun
./utilmy/utilmy.py:print_everywhere, function, pp, pp
./utilmy/utilmy.py:print_everywhere, function, print, [built-In]:print
./utilmy/utilmy.py:print_everywhere, function, type, [built-In]:type
./utilmy/utilmy.py:print_everywhere, function, str, [built-In]:str
./utilmy/utilmy.py:log5, function, ic, ic
./utilmy/utilmy.py:log_trace, function, print, [built-In]:print
./utilmy/utilmy.py:log_trace, function, pdb.set_trace, [CLASS]: pdb:set_trace
./utilmy/utilmy.py:profiler_start, function, Profiler, Profiler
./utilmy/utilmy.py:profiler_start, function, profiler.start, [CLASS]: profiler:start
./utilmy/utilmy.py:profiler_stop, function, profiler.stop, [CLASS]: profiler:stop
./utilmy/utilmy.py:profiler_stop, function, print, [built-In]:print
./utilmy/util_default.py:log, function, logger.info, [CLASS]: logger:info
./utilmy/util_default.py:log, function, log2, log2
./utilmy/util_default.py:log, function, logger.debug, [CLASS]: logger:debug
./utilmy/util_default.py:log, function, logw, logw
./utilmy/util_default.py:log, function, logger.warning, [CLASS]: logger:warning
./utilmy/util_default.py:log, function, loge, loge
./utilmy/util_default.py:log, function, logger.error, [CLASS]: logger:error
./utilmy/util_default.py:log, function, logger_setup, logger_setup
./utilmy/util_default.py:log, function, logger.configure, [CLASS]: logger:configure
./utilmy/util_default.py:log2, function, logger.debug, [CLASS]: logger:debug
./utilmy/util_default.py:logw, function, logger.warning, [CLASS]: logger:warning
./utilmy/util_default.py:loge, function, logger.error, [CLASS]: logger:error
./utilmy/util_default.py:logger_setup, function, logger.configure, [CLASS]: logger:configure
./utilmy/util_default.py:config_load, function, str, [built-In]:str
./utilmy/util_default.py:config_load, function, logw, logw
./utilmy/util_default.py:config_load, function, log2, log2
./utilmy/util_default.py:config_load, function, yaml.load, [CLASS]: yaml:load
./utilmy/util_default.py:config_load, function, log, log
./utilmy/util_default.py:config_load, function, os.makedirs, [CLASS]: os:makedirs
./utilmy/util_default.py:config_load, function, open, [built-In]:open
./utilmy/util_default.py:config_load, function, json.dump, [CLASS]: json:dump
./utilmy/util_default.py:dataset_donwload, function, log, log
./utilmy/util_default.py:dataset_donwload, function, os.makedirs, [CLASS]: os:makedirs
./utilmy/util_default.py:dataset_donwload, function, wget.download, [CLASS]: wget:download
./utilmy/util_default.py:dataset_donwload, function, url.split, [CLASS]: url:split
./utilmy/util_default.py:dataset_donwload, function, os_extract_archive, os_extract_archive
./utilmy/util_default.py:dataset_donwload, function, log2, log2
./utilmy/util_default.py:os_extract_archive, function, isinstance, [built-In]:isinstance
./utilmy/util_default.py:os_extract_archive, function, is_match_fn, is_match_fn
./utilmy/util_default.py:os_extract_archive, function, open_fn, open_fn
./utilmy/util_default.py:os_extract_archive, function, archive.extractall, [CLASS]: archive:extractall
./utilmy/util_default.py:os_extract_archive, function, os.remove, [CLASS]: os:remove
./utilmy/util_default.py:os_extract_archive, function, shutil.rmtree, [CLASS]: shutil:rmtree
./utilmy/util_default.py:to_file, function, open, [built-In]:open
./utilmy/util_default.py:to_file, function, fp.write, [CLASS]: fp:write
./utilmy/zutil.py:session_load_function, function, dill.load_session, [CLASS]: dill:load_session
./utilmy/zutil.py:session_load_function, function, print, [built-In]:print
./utilmy/zutil.py:session_save_function, function, date_now, date_now
./utilmy/zutil.py:session_save_function, function, dill.dump_session, [CLASS]: dill:dump_session
./utilmy/zutil.py:session_save_function, function, print, [built-In]:print
./utilmy/zutil.py:py_save_obj_dill, function, z_key_splitinto_dir_name, z_key_splitinto_dir_name
./utilmy/zutil.py:py_save_obj_dill, function, os_folder_create, os_folder_create
./utilmy/zutil.py:py_save_obj_dill, function, open, [built-In]:open
./utilmy/zutil.py:py_save_obj_dill, function, dill.dumps, [CLASS]: dill:dumps
./utilmy/zutil.py:py_save_obj_dill, function, print, [built-In]:print
./utilmy/zutil.py:isfloat, function, float, [built-In]:float
./utilmy/zutil.py:isint, function, isinstance, [built-In]:isinstance
./utilmy/zutil.py:isanaconda, function, txt.find, [CLASS]: txt:find
./utilmy/zutil.py:a_run_ipython, function, IPython.get_ipython, [CLASS]: IPython:get_ipython
./utilmy/zutil.py:py_autoreload, function, a_run_ipython, a_run_ipython
./utilmy/zutil.py:a_start_log, function, a_run_ipython, a_run_ipython
./utilmy/zutil.py:a_start_log, function, str, [built-In]:str
./utilmy/zutil.py:a_start_log, function, os_platform, os_platform
./utilmy/zutil.py:a_start_log, function, date_now, date_now
./utilmy/zutil.py:a_cleanmemory, function, gc.collect, [CLASS]: gc:collect
./utilmy/zutil.py:print_object_tofile, function, open, [built-In]:open
./utilmy/zutil.py:print_object_tofile, function, file1.write, [CLASS]: file1:write
./utilmy/zutil.py:print_object_tofile, function, np.shape, [CLASS]: np:shape
./utilmy/zutil.py:print_object_tofile, function, range, [built-In]:range
./utilmy/zutil.py:print_object_tofile, function, str, [built-In]:str
./utilmy/zutil.py:print_progressbar, function, str, [built-In]:str
./utilmy/zutil.py:print_progressbar, function, format_str.format, [CLASS]: format_str:format
./utilmy/zutil.py:print_progressbar, function, float, [built-In]:float
./utilmy/zutil.py:print_progressbar, function, int, [built-In]:int
./utilmy/zutil.py:os_zip_checkintegrity, function, zipfile.ZipFile, [CLASS]: zipfile:ZipFile
./utilmy/zutil.py:os_zip_checkintegrity, function, zip_file.testzip, [CLASS]: zip_file:testzip
./utilmy/zutil.py:os_zip_checkintegrity, function, print, [built-In]:print
./utilmy/zutil.py:os_zipfile, function, zipfile.ZipFile, [CLASS]: zipfile:ZipFile
./utilmy/zutil.py:os_zipfile, function, os.walk, [CLASS]: os:walk
./utilmy/zutil.py:os_zipfile, function, zf.write, [CLASS]: zf:write
./utilmy/zutil.py:os_zipfile, function, zf.close, [CLASS]: zf:close
./utilmy/zutil.py:os_zipfile, function, os_zip_checkintegrity, os_zip_checkintegrity
./utilmy/zutil.py:os_zipfile, function, print, [built-In]:print
./utilmy/zutil.py:os_zipfolder, function, dir_tozip.split, [CLASS]: dir_tozip:split
./utilmy/zutil.py:os_zipextractall, function, filezip_or_dir.find, [CLASS]: filezip_or_dir:find
./utilmy/zutil.py:os_zipextractall, function, os_file_listall, os_file_listall
./utilmy/zutil.py:os_zipextractall, function, os_file_getname, os_file_getname
./utilmy/zutil.py:os_zipextractall, function, zipfile.ZipFile, [CLASS]: zipfile:ZipFile
./utilmy/zutil.py:os_zipextractall, function, zip_ref.extractall, [CLASS]: zip_ref:extractall
./utilmy/zutil.py:os_zipextractall, function, zip_ref.close, [CLASS]: zip_ref:close
./utilmy/zutil.py:os_zipextractall, function, print, [built-In]:print
./utilmy/zutil.py:os_folder_copy, function, _default_fun_file_toignore, _default_fun_file_toignore
./utilmy/zutil.py:os_folder_copy, function, fnmatch.filter, [CLASS]: fnmatch:filter
./utilmy/zutil.py:os_folder_copy, function, shutil.copytree, [CLASS]: shutil:copytree
./utilmy/zutil.py:os_folder_copy, function, shutil.copy, [CLASS]: shutil:copy
./utilmy/zutil.py:os_folder_create, function, os.getcwd, [CLASS]: os:getcwd
./utilmy/zutil.py:os_folder_create, function, os.makedirs, [CLASS]: os:makedirs
./utilmy/zutil.py:os_folder_create, function, os.chdir, [CLASS]: os:chdir
./utilmy/zutil.py:os_folder_robocopy, function, subprocess.call, [CLASS]: subprocess:call
./utilmy/zutil.py:os_folder_robocopy, function, print, [built-In]:print
./utilmy/zutil.py:os_file_replace, function, mkstemp, mkstemp
./utilmy/zutil.py:os_file_replace, function, open, [built-In]:open
./utilmy/zutil.py:os_file_replace, function, target_file.write, [CLASS]: target_file:write
./utilmy/zutil.py:os_file_replace, function, remove, remove
./utilmy/zutil.py:os_file_replace, function, move, move
./utilmy/zutil.py:os_file_replace, function, os_file_replacestring1, os_file_replacestring1
./utilmy/zutil.py:os_file_replace, function, fileinput.FileInput, [CLASS]: fileinput:FileInput
./utilmy/zutil.py:os_file_replace, function, line.replace, [CLASS]: line:replace
./utilmy/zutil.py:os_file_replace, function, file1.close, [CLASS]: file1:close
./utilmy/zutil.py:os_file_replace, function, print, [built-In]:print
./utilmy/zutil.py:os_file_replace, function, format, [built-In]:format
./utilmy/zutil.py:os_file_replace, function, os_file_replacestring2, os_file_replacestring2
./utilmy/zutil.py:os_file_replace, function, os_file_listall, os_file_listall
./utilmy/zutil.py:os_file_replacestring1, function, fileinput.FileInput, [CLASS]: fileinput:FileInput
./utilmy/zutil.py:os_file_replacestring1, function, line.replace, [CLASS]: line:replace
./utilmy/zutil.py:os_file_replacestring1, function, file1.close, [CLASS]: file1:close
./utilmy/zutil.py:os_file_replacestring1, function, print, [built-In]:print
./utilmy/zutil.py:os_file_replacestring1, function, format, [built-In]:format
./utilmy/zutil.py:os_file_replacestring2, function, os_file_listall, os_file_listall
./utilmy/zutil.py:os_file_replacestring2, function, os_file_replacestring1, os_file_replacestring1
./utilmy/zutil.py:os_file_getname, function, ntpath.split, [CLASS]: ntpath:split
./utilmy/zutil.py:os_file_getname, function, ntpath.basename, [CLASS]: ntpath:basename
./utilmy/zutil.py:os_file_getpath, function, ntpath.split, [CLASS]: ntpath:split
./utilmy/zutil.py:os_file_gettext, function, open, [built-In]:open
./utilmy/zutil.py:os_file_gettext, function, f.read, [CLASS]: f:read
./utilmy/zutil.py:os_file_listall, function, dir1.rstrip, [CLASS]: dir1:rstrip
./utilmy/zutil.py:os_file_listall, function, dir1.count, [CLASS]: dir1:count
./utilmy/zutil.py:os_file_listall, function, os.walk, [CLASS]: os:walk
./utilmy/zutil.py:os_file_listall, function, root.count, [CLASS]: root:count
./utilmy/zutil.py:os_file_listall, function, fnmatch.filter, [CLASS]: fnmatch:filter
./utilmy/zutil.py:_os_file_search_fast, function, re.compile, [CLASS]: re:compile
./utilmy/zutil.py:_os_file_search_fast, function, enumerate, [built-In]:enumerate
./utilmy/zutil.py:_os_file_search_fast, function, re.search, [CLASS]: re:search
./utilmy/zutil.py:_os_file_search_fast, function, line.decode, [CLASS]: line:decode
./utilmy/zutil.py:_os_file_search_fast, function, res.append, [CLASS]: res:append
./utilmy/zutil.py:_os_file_search_fast, function, found.start, [CLASS]: found:start
./utilmy/zutil.py:_os_file_search_fast, function, text.encode, [CLASS]: text:encode
./utilmy/zutil.py:_os_file_search_fast, function, line.find, [CLASS]: line:find
./utilmy/zutil.py:_os_file_search_fast, function, print, [built-In]:print
./utilmy/zutil.py:os_file_search_content, function, os_file_listall, os_file_listall
./utilmy/zutil.py:os_file_search_content, function, _os_file_search_fast, _os_file_search_fast
./utilmy/zutil.py:os_file_search_content, function, pd.DataFrame, [CLASS]: pd:DataFrame
./utilmy/zutil.py:os_file_rename, function, some_dir.rstrip, [CLASS]: some_dir:rstrip
./utilmy/zutil.py:os_file_rename, function, some_dir.count, [CLASS]: some_dir:count
./utilmy/zutil.py:os_file_rename, function, os.walk, [CLASS]: os:walk
./utilmy/zutil.py:os_file_rename, function, root.count, [CLASS]: root:count
./utilmy/zutil.py:os_file_rename, function, matches.append, [CLASS]: matches:append
./utilmy/zutil.py:os_file_rename, function, fnmatch.filter, [CLASS]: fnmatch:filter
./utilmy/zutil.py:os_file_rename, function, re.sub, [CLASS]: re:sub
./utilmy/zutil.py:os_file_rename, function, os.rename, [CLASS]: os:rename
./utilmy/zutil.py:os_file_rename, function, np.array, [CLASS]: np:array
./utilmy/zutil.py:os_gui_popup_show, function, os_gui_popup_show2, os_gui_popup_show2
./utilmy/zutil.py:os_gui_popup_show, function, Tk, Tk
./utilmy/zutil.py:os_gui_popup_show, function, Scrollbar, Scrollbar
./utilmy/zutil.py:os_gui_popup_show, function, Text, Text
./utilmy/zutil.py:os_gui_popup_show, function, scrollbar.pack, [CLASS]: scrollbar:pack
./utilmy/zutil.py:os_gui_popup_show, function, text.pack, [CLASS]: text:pack
./utilmy/zutil.py:os_gui_popup_show, function, scrollbar.config, [CLASS]: scrollbar:config
./utilmy/zutil.py:os_gui_popup_show, function, text.config, [CLASS]: text:config
./utilmy/zutil.py:os_gui_popup_show, function, text.insert, [CLASS]: text:insert
./utilmy/zutil.py:os_gui_popup_show, function, root.attributes, [CLASS]: root:attributes
./utilmy/zutil.py:os_gui_popup_show, function, mainloop, mainloop
./utilmy/zutil.py:os_print_tofile, function, text_file.write, [CLASS]: text_file:write
./utilmy/zutil.py:os_path_norm, function, pth.find, [CLASS]: pth:find
./utilmy/zutil.py:os_path_norm, function, b.lstrip, [CLASS]: b:lstrip
./utilmy/zutil.py:os_path_change, function, os_path_norm, os_path_norm
./utilmy/zutil.py:os_path_change, function, os.chdir, [CLASS]: os:chdir
./utilmy/zutil.py:os_path_current, function, os.getcwd, [CLASS]: os:getcwd
./utilmy/zutil.py:os_file_read, function, open, [built-In]:open
./utilmy/zutil.py:os_file_read, function, fh.read, [CLASS]: fh:read
./utilmy/zutil.py:os_file_isame, function, filecmp.cmp, [CLASS]: filecmp:cmp
./utilmy/zutil.py:os_file_get_extension, function, _ext.startswith, [CLASS]: _ext:startswith
./utilmy/zutil.py:os_folder_is_path, function, isinstance, [built-In]:isinstance
./utilmy/zutil.py:os_file_get_path_from_stream, function, os_folder_is_path, os_folder_is_path
./utilmy/zutil.py:os_file_get_path_from_stream, function, getattr, [built-In]:getattr
./utilmy/zutil.py:os_file_try_to_get_extension, function, os_file_get_path_from_stream, os_file_get_path_from_stream
./utilmy/zutil.py:os_file_try_to_get_extension, function, os_file_get_extension, os_file_get_extension
./utilmy/zutil.py:os_file_are_same_file_types, function, os_file_try_to_get_extension, os_file_try_to_get_extension
./utilmy/zutil.py:os_file_are_same_file_types, function, all, [built-In]:all
./utilmy/zutil.py:os_file_norm_paths, function, sglob, sglob
./utilmy/zutil.py:os_file_norm_paths, function, sorted, [built-In]:sorted
./utilmy/zutil.py:os_file_norm_paths, function, _norm_paths_itr, _norm_paths_itr
./utilmy/zutil.py:os_file_norm_paths, function, os_folder_is_path, os_folder_is_path
./utilmy/zutil.py:os_file_norm_paths, function, list, [built-In]:list
./utilmy/zutil.py:os_file_mergeall, function, os_file_listall, os_file_listall
./utilmy/zutil.py:os_file_mergeall, function, open, [built-In]:open
./utilmy/zutil.py:os_file_mergeall, function, os_file_gettext, os_file_gettext
./utilmy/zutil.py:os_file_mergeall, function, nfile1.write, [CLASS]: nfile1:write
./utilmy/zutil.py:os_file_mergeall, function, nfile1.close, [CLASS]: nfile1:close
./utilmy/zutil.py:os_file_extracttext, function, os_file_listall, os_file_listall
./utilmy/zutil.py:os_file_extracttext, function, open, [built-In]:open
./utilmy/zutil.py:os_file_extracttext, function, os_file_gettext, os_file_gettext
./utilmy/zutil.py:os_file_extracttext, function, BeautifulSoup, BeautifulSoup
./utilmy/zutil.py:os_file_extracttext, function, soup.find_all, [CLASS]: soup:find_all
./utilmy/zutil.py:os_file_extracttext, function, txt2.strip, [CLASS]: txt2:strip
./utilmy/zutil.py:os_file_extracttext, function, output_file1.write, [CLASS]: output_file1:write
./utilmy/zutil.py:os_wait_cpu, function, psutil.cpu_percent, [CLASS]: psutil:cpu_percent
./utilmy/zutil.py:os_wait_cpu, function, print, [built-In]:print
./utilmy/zutil.py:os_wait_cpu, function, arrow.utcnow, [CLASS]: arrow:utcnow
./utilmy/zutil.py:os_wait_cpu, function, time.sleep, [CLASS]: time:sleep
./utilmy/zutil.py:os_split_dir_file, function, dirfile.split, [CLASS]: dirfile:split
./utilmy/zutil.py:os_split_dir_file, function, len, [built-In]:len
./utilmy/zutil.py:os_process_run, function, subprocess.Popen, [CLASS]: subprocess:Popen
./utilmy/zutil.py:os_process_run, function, proc.communicate, [CLASS]: proc:communicate
./utilmy/zutil.py:os_process_run, function, print, [built-In]:print
./utilmy/zutil.py:os_process_run, function, str, [built-In]:str
./utilmy/zutil.py:py_importfromfile, function, a_get_pythonversion, a_get_pythonversion
./utilmy/zutil.py:py_importfromfile, function, SourceFileLoader, SourceFileLoader
./utilmy/zutil.py:py_importfromfile, function, foo.MyClass, [CLASS]: foo:MyClass
./utilmy/zutil.py:py_importfromfile, function, importlib.import_module, [CLASS]: importlib:import_module
./utilmy/zutil.py:py_memorysize, function, id, [built-In]:id
./utilmy/zutil.py:py_memorysize, function, getsizeof, getsizeof
./utilmy/zutil.py:py_memorysize, function, ids.add, [CLASS]: ids:add
./utilmy/zutil.py:py_memorysize, function, isinstance, [built-In]:isinstance
./utilmy/zutil.py:py_memorysize, function, sum, [built-In]:sum
./utilmy/zutil.py:py_memorysize, function, d, d
./utilmy/zutil.py:py_memorysize, function, o.items, [CLASS]: o:items
./utilmy/zutil.py:save, function, py_save_obj, py_save_obj
./utilmy/zutil.py:load, function, py_load_obj, py_load_obj
./utilmy/zutil.py:save_test, function, py_load_obj, py_load_obj
./utilmy/zutil.py:save_test, function, print, [built-In]:print
./utilmy/zutil.py:save_test, function, str, [built-In]:str
./utilmy/zutil.py:save_test, function, gc.collect, [CLASS]: gc:collect
./utilmy/zutil.py:py_save_obj, function, z_key_splitinto_dir_name, z_key_splitinto_dir_name
./utilmy/zutil.py:py_save_obj, function, os_folder_create, os_folder_create
./utilmy/zutil.py:py_save_obj, function, open, [built-In]:open
./utilmy/zutil.py:py_save_obj, function, dill.dumps, [CLASS]: dill:dumps
./utilmy/zutil.py:py_save_obj, function, print, [built-In]:print
./utilmy/zutil.py:py_load_obj, function, folder.find, [CLASS]: folder:find
./utilmy/zutil.py:py_load_obj, function, z_key_splitinto_dir_name, z_key_splitinto_dir_name
./utilmy/zutil.py:py_load_obj, function, os_folder_create, os_folder_create
./utilmy/zutil.py:py_load_obj, function, open, [built-In]:open
./utilmy/zutil.py:py_load_obj, function, pickle.load, [CLASS]: pickle:load
./utilmy/zutil.py:z_key_splitinto_dir_name, function, keyname.split, [CLASS]: keyname:split
./utilmy/zutil.py:z_key_splitinto_dir_name, function, len, [built-In]:len
./utilmy/zutil.py:os_config_setfile, function, open, [built-In]:open
./utilmy/zutil.py:os_config_setfile, function, dict_params.items, [CLASS]: dict_params:items
./utilmy/zutil.py:os_config_setfile, function, isinstance, [built-In]:isinstance
./utilmy/zutil.py:os_config_setfile, function, f1.write, [CLASS]: f1:write
./utilmy/zutil.py:os_config_setfile, function, str, [built-In]:str
./utilmy/zutil.py:os_config_setfile, function, f1.close, [CLASS]: f1:close
./utilmy/zutil.py:os_config_setfile, function, print, [built-In]:print
./utilmy/zutil.py:os_config_getfile, function, open, [built-In]:open
./utilmy/zutil.py:os_config_getfile, function, f1.readlines, [CLASS]: f1:readlines
./utilmy/zutil.py:os_config_getfile, function, print, [built-In]:print
./utilmy/zutil.py:pd_toexcel, function, os_file_exist, os_file_exist
./utilmy/zutil.py:pd_toexcel, function, load_workbook, load_workbook
./utilmy/zutil.py:pd_toexcel, function, pd.ExcelWriter, [CLASS]: pd:ExcelWriter
./utilmy/zutil.py:pd_toexcel, function, dict, [built-In]:dict
./utilmy/zutil.py:pd_toexcel, function, df.to_excel, [CLASS]: df:to_excel
./utilmy/zutil.py:pd_toexcel, function, writer.save, [CLASS]: writer:save
./utilmy/zutil.py:pd_toexcel, function, pd_toexcel_many, pd_toexcel_many
./utilmy/zutil.py:pd_toexcel, function, pd_toexcel, pd_toexcel
./utilmy/zutil.py:pd_toexcel_many, function, pd_toexcel, pd_toexcel
./utilmy/zutil.py:find_fuzzy, function, xi.find, [CLASS]: xi:find
./utilmy/zutil.py:str_match_fuzzy, function, xstring.find, [CLASS]: xstring:find
./utilmy/zutil.py:str_parse_stringcalendar, function, cal.split, [CLASS]: cal:split
./utilmy/zutil.py:str_parse_stringcalendar, function, x.find, [CLASS]: x:find
