uri, type, function, detail
./utilmy/zutil.py:str_parse_stringcalendar, function, cal4.append, [CLASS]: cal4:append
./utilmy/zutil.py:str_parse_stringcalendar, function, np.array, [CLASS]: np:array
./utilmy/zutil.py:str_parse_stringcalendar, function, print, [built-In]:print
./utilmy/zutil.py:str_make_unicode, function, type, [built-In]:type
./utilmy/zutil.py:str_make_unicode, function, input_str.decode, [CLASS]: input_str:decode
./utilmy/zutil.py:str_empty_string_array, function, range, [built-In]:range
./utilmy/zutil.py:str_empty_string_array, function, str_empty_string_array_numpy, str_empty_string_array_numpy
./utilmy/zutil.py:str_empty_string_array, function, np.empty, [CLASS]: np:empty
./utilmy/zutil.py:str_empty_string_array_numpy, function, np.empty, [CLASS]: np:empty
./utilmy/zutil.py:str_isfloat, function, float, [built-In]:float
./utilmy/zutil.py:str_is_azchar, function, float, [built-In]:float
./utilmy/zutil.py:str_is_az09char, function, float, [built-In]:float
./utilmy/zutil.py:str_reindent, function, x.decode, [CLASS]: x:decode
./utilmy/zutil.py:str_split2, function, x.decode, [CLASS]: x:decode
./utilmy/zutil.py:str_split_pattern, function, x.decode, [CLASS]: x:decode
./utilmy/zutil.py:pd_str_isascii, function, x.decode, [CLASS]: x:decode
./utilmy/zutil.py:str_to_utf8, function, x.encode, [CLASS]: x:encode
./utilmy/zutil.py:str_to_unicode, function, isinstance, [built-In]:isinstance
./utilmy/zutil.py:str_to_unicode, function, str, [built-In]:str
./utilmy/zutil.py:np_minimize, function, penalty, penalty
./utilmy/zutil.py:np_minimize, function, enumerate, [built-In]:enumerate
./utilmy/zutil.py:np_minimize, function, max, [built-In]:max
./utilmy/zutil.py:np_minimize, function, loss, loss
./utilmy/zutil.py:np_minimize, function, fun_obj, fun_obj
./utilmy/zutil.py:np_minimize, function, np_minimize_de, np_minimize_de
./utilmy/zutil.py:np_minimize, function, range, [built-In]:range
./utilmy/zutil.py:np_minimize, function, next, [built-In]:next
./utilmy/zutil.py:np_minimize, function, print, [built-In]:print
./utilmy/zutil.py:np_minimize, function, save, save
./utilmy/zutil.py:np_minimize, function, date_now, date_now
./utilmy/zutil.py:np_minimize, function, np_int_tostr, np_int_tostr
./utilmy/zutil.py:np_minimize, function, np.mod, [CLASS]: np:mod
./utilmy/zutil.py:np_minimize, function, np.abs, [CLASS]: np:abs
./utilmy/zutil.py:np_minimize_de, function, range, [built-In]:range
./utilmy/zutil.py:np_minimize_de, function, next, [built-In]:next
./utilmy/zutil.py:np_minimize_de, function, print, [built-In]:print
./utilmy/zutil.py:np_minimize_de, function, save, save
./utilmy/zutil.py:np_minimize_de, function, date_now, date_now
./utilmy/zutil.py:np_minimize_de, function, np_int_tostr, np_int_tostr
./utilmy/zutil.py:np_minimize_de, function, np.mod, [CLASS]: np:mod
./utilmy/zutil.py:np_minimize_de, function, np.abs, [CLASS]: np:abs
./utilmy/zutil.py:np_remove_na_inf_2d, function, np.shape, [CLASS]: np:shape
./utilmy/zutil.py:np_remove_na_inf_2d, function, range, [built-In]:range
./utilmy/zutil.py:np_remove_na_inf_2d, function, np.isnan, [CLASS]: np:isnan
./utilmy/zutil.py:np_remove_na_inf_2d, function, np.isinf, [CLASS]: np:isinf
./utilmy/zutil.py:np_addcolumn, function, np.shape, [CLASS]: np:shape
./utilmy/zutil.py:np_addcolumn, function, np.zeros, [CLASS]: np:zeros
./utilmy/zutil.py:np_addcolumn, function, np.column_stack, [CLASS]: np:column_stack
./utilmy/zutil.py:np_addrow, function, np.shape, [CLASS]: np:shape
./utilmy/zutil.py:np_addrow, function, len, [built-In]:len
./utilmy/zutil.py:np_addrow, function, np.zeros, [CLASS]: np:zeros
./utilmy/zutil.py:np_addrow, function, np.row_stack, [CLASS]: np:row_stack
./utilmy/zutil.py:np_addrow, function, np.append, [CLASS]: np:append
./utilmy/zutil.py:np_int_tostr, function, str, [built-In]:str
./utilmy/zutil.py:np_dictordered_create, function, OrderedDict, OrderedDict
./utilmy/zutil.py:np_list_unique, function, list, [built-In]:list
./utilmy/zutil.py:np_list_tofreqdict, function, dict, [built-In]:dict
./utilmy/zutil.py:np_list_tofreqdict, function, len, [built-In]:len
./utilmy/zutil.py:np_list_tofreqdict, function, enumerate, [built-In]:enumerate
./utilmy/zutil.py:np_list_flatten, function, type, [built-In]:type
./utilmy/zutil.py:np_list_flatten, function, np_list_flatten, np_list_flatten
./utilmy/zutil.py:np_list_flatten, function, ret.append, [CLASS]: ret:append
./utilmy/zutil.py:np_dict_tolist, function, list, [built-In]:list
./utilmy/zutil.py:np_dict_tostr_val, function, list, [built-In]:list
./utilmy/zutil.py:np_dict_tostr_key, function, list, [built-In]:list
./utilmy/zutil.py:np_removelist, function, np_findfirst, np_findfirst
./utilmy/zutil.py:np_removelist, function, xnew.append, [CLASS]: xnew:append
./utilmy/zutil.py:np_transform2d_int_1d, function, np.shape, [CLASS]: np:shape
./utilmy/zutil.py:np_transform2d_int_1d, function, np.zeros, [CLASS]: np:zeros
./utilmy/zutil.py:np_transform2d_int_1d, function, range, [built-In]:range
./utilmy/zutil.py:np_transform2d_int_1d, function, np.abs, [CLASS]: np:abs
./utilmy/zutil.py:np_transform2d_int_1d, function, np_sortbycol, np_sortbycol
./utilmy/zutil.py:np_mergelist, function, list, [built-In]:list
./utilmy/zutil.py:np_mergelist, function, xnew.append, [CLASS]: xnew:append
./utilmy/zutil.py:np_enumerate2, function, np.empty, [CLASS]: np:empty
./utilmy/zutil.py:np_enumerate2, function, enumerate, [built-In]:enumerate
./utilmy/zutil.py:np_pivottable_count, function, np_dict_tolist, np_dict_tolist
./utilmy/zutil.py:np_pivottable_count, function, sorted, [built-In]:sorted
./utilmy/zutil.py:np_pivottable_count, function, int, [built-In]:int
./utilmy/zutil.py:np_nan_helper, function, np.isnan, [CLASS]: np:isnan
./utilmy/zutil.py:np_nan_helper, function, z.nonzero, [CLASS]: z:nonzero
./utilmy/zutil.py:np_interpolate_nan, function, np_nan_helper, np_nan_helper
./utilmy/zutil.py:np_interpolate_nan, function, np.interp, [CLASS]: np:interp
./utilmy/zutil.py:np_interpolate_nan, function, x, x
./utilmy/zutil.py:np_sortcol, function, pd.DataFrame, [CLASS]: pd:DataFrame
./utilmy/zutil.py:np_sortcol, function, df.sort_values, [CLASS]: df:sort_values
./utilmy/zutil.py:np_ma, function, np.convolve, [CLASS]: np:convolve
./utilmy/zutil.py:np_ma, function, np.ones, [CLASS]: np:ones
./utilmy/zutil.py:np_cleanmatrix, function, np.nan_to_num, [CLASS]: np:nan_to_num
./utilmy/zutil.py:np_cleanmatrix, function, np.shape, [CLASS]: np:shape
./utilmy/zutil.py:np_cleanmatrix, function, range, [built-In]:range
./utilmy/zutil.py:np_cleanmatrix, function, abs, [built-In]:abs
./utilmy/zutil.py:np_torecarray, function, np.shape, [CLASS]: np:shape
./utilmy/zutil.py:np_sortbycolumn, function, pd.DataFrame, [CLASS]: pd:DataFrame
./utilmy/zutil.py:np_sortbycolumn, function, df.sort_values, [CLASS]: df:sort_values
./utilmy/zutil.py:np_sortbycol, function, pd.DataFrame, [CLASS]: pd:DataFrame
./utilmy/zutil.py:np_sortbycol, function, df.sort_values, [CLASS]: df:sort_values
./utilmy/zutil.py:np_sortbycol, function, np_sortbycol, np_sortbycol
./utilmy/zutil.py:np_sortbycol, function, len, [built-In]:len
./utilmy/zutil.py:np_sortbycol, function, np.reshape, [CLASS]: np:reshape
./utilmy/zutil.py:np_min_kpos, function, np.partition, [CLASS]: np:partition
./utilmy/zutil.py:np_max_kpos, function, len, [built-In]:len
./utilmy/zutil.py:np_max_kpos, function, np.partition, [CLASS]: np:partition
./utilmy/zutil.py:np_findfirst, function, range, [built-In]:range
./utilmy/zutil.py:np_find, function, range, [built-In]:range
./utilmy/zutil.py:find, function, xi.find, [CLASS]: xi:find
./utilmy/zutil.py:findnone, function, range, [built-In]:range
./utilmy/zutil.py:findx, function, type, [built-In]:type
./utilmy/zutil.py:findx, function, vec.index, [CLASS]: vec:index
./utilmy/zutil.py:findx, function, np.where, [CLASS]: np:where
./utilmy/zutil.py:findx, function, len, [built-In]:len
./utilmy/zutil.py:finds, function, range, [built-In]:range
./utilmy/zutil.py:finds, function, idlist.append, [CLASS]: idlist:append
./utilmy/zutil.py:findhigher, function, range, [built-In]:range
./utilmy/zutil.py:findlower, function, range, [built-In]:range
./utilmy/zutil.py:np_find_minpos, function, min, [built-In]:min
./utilmy/zutil.py:np_find_maxpos, function, max, [built-In]:max
./utilmy/zutil.py:np_find_maxpos, function, np_find_maxpos_2nd, np_find_maxpos_2nd
./utilmy/zutil.py:np_find_maxpos, function, float, [built-In]:float
./utilmy/zutil.py:np_find_maxpos, function, enumerate, [built-In]:enumerate
./utilmy/zutil.py:np_find_maxpos_2nd, function, float, [built-In]:float
./utilmy/zutil.py:np_find_maxpos_2nd, function, enumerate, [built-In]:enumerate
./utilmy/zutil.py:np_findlocalmax2, function, len, [built-In]:len
./utilmy/zutil.py:np_findlocalmax2, function, np.zeros, [CLASS]: np:zeros
./utilmy/zutil.py:np_findlocalmax2, function, np_find_maxpos, np_find_maxpos
./utilmy/zutil.py:np_findlocalmax2, function, enumerate, [built-In]:enumerate
./utilmy/zutil.py:np_findlocalmax2, function, np_sortbycolumn, np_sortbycolumn
./utilmy/zutil.py:np_findlocalmax2, function, range, [built-In]:range
./utilmy/zutil.py:np_findlocalmax2, function, findhigher, findhigher
./utilmy/zutil.py:np_findlocalmax2, function, np.abs, [CLASS]: np:abs
./utilmy/zutil.py:np_findlocalmin2, function, len, [built-In]:len
./utilmy/zutil.py:np_findlocalmin2, function, np.zeros, [CLASS]: np:zeros
./utilmy/zutil.py:np_findlocalmin2, function, np_find_minpos, np_find_minpos
./utilmy/zutil.py:np_findlocalmin2, function, enumerate, [built-In]:enumerate
./utilmy/zutil.py:np_findlocalmin2, function, np_sortbycolumn, np_sortbycolumn
./utilmy/zutil.py:np_findlocalmin2, function, range, [built-In]:range
./utilmy/zutil.py:np_findlocalmin2, function, findlower, findlower
./utilmy/zutil.py:np_findlocalmin2, function, np.abs, [CLASS]: np:abs
./utilmy/zutil.py:np_findlocalmax, function, len, [built-In]:len
./utilmy/zutil.py:np_findlocalmax, function, np.zeros, [CLASS]: np:zeros
./utilmy/zutil.py:np_findlocalmax, function, np_find_maxpos, np_find_maxpos
./utilmy/zutil.py:np_findlocalmax, function, enumerate, [built-In]:enumerate
./utilmy/zutil.py:np_findlocalmax, function, np_sortbycolumn, np_sortbycolumn
./utilmy/zutil.py:np_findlocalmax, function, range, [built-In]:range
./utilmy/zutil.py:np_findlocalmax, function, findhigher, findhigher
./utilmy/zutil.py:np_findlocalmax, function, np.abs, [CLASS]: np:abs
./utilmy/zutil.py:np_findlocalmin, function, len, [built-In]:len
./utilmy/zutil.py:np_findlocalmin, function, np.zeros, [CLASS]: np:zeros
./utilmy/zutil.py:np_findlocalmin, function, np_find_minpos, np_find_minpos
./utilmy/zutil.py:np_findlocalmin, function, enumerate, [built-In]:enumerate
./utilmy/zutil.py:np_findlocalmin, function, np_sortbycolumn, np_sortbycolumn
./utilmy/zutil.py:np_findlocalmin, function, range, [built-In]:range
./utilmy/zutil.py:np_findlocalmin, function, findlower, findlower
./utilmy/zutil.py:np_findlocalmin, function, np.abs, [CLASS]: np:abs
./utilmy/zutil.py:np_stack, function, np.shape, [CLASS]: np:shape
./utilmy/zutil.py:np_stack, function, np.row_stack, [CLASS]: np:row_stack
./utilmy/zutil.py:np_stack, function, np.column_stack, [CLASS]: np:column_stack
./utilmy/zutil.py:np_uniquerows, function, np.ascontiguousarray, [CLASS]: np:ascontiguousarray
./utilmy/zutil.py:np_uniquerows, function, np.unique, [CLASS]: np:unique
./utilmy/zutil.py:np_uniquerows, function, unique_a.view, [CLASS]: unique_a:view
./utilmy/zutil.py:np_sort, function, pd.DataFrame, [CLASS]: pd:DataFrame
./utilmy/zutil.py:np_sort, function, df.sort_values, [CLASS]: df:sort_values
./utilmy/zutil.py:np_pivotable_create, function, tuple, [built-In]:tuple
./utilmy/zutil.py:np_pivotable_create, function, ysort.append, [CLASS]: ysort:append
./utilmy/zutil.py:np_pivotable_create, function, xsort.append, [CLASS]: xsort:append
./utilmy/zutil.py:np_pivotable_create, function, len, [built-In]:len
./utilmy/zutil.py:np_pivotable_create, function, list, [built-In]:list
./utilmy/zutil.py:np_pivotable_create, function, xsort.sort, [CLASS]: xsort:sort
./utilmy/zutil.py:np_pivotable_create, function, headings.extend, [CLASS]: headings:extend
./utilmy/zutil.py:np_pivotable_create, function, sortedkeys.sort, [CLASS]: sortedkeys:sort
./utilmy/zutil.py:np_pivotable_create, function, row.extend, [CLASS]: row:extend
./utilmy/zutil.py:np_pivotable_create, function, t.append, [CLASS]: t:append
./utilmy/zutil.py:pd_info, function, df.info, [CLASS]: df:info
./utilmy/zutil.py:pd_info, function, print, [built-In]:print
./utilmy/zutil.py:pd_info, function, type, [built-In]:type
./utilmy/zutil.py:pd_info, function, pd_info_memsize, pd_info_memsize
./utilmy/zutil.py:pd_info, function, pd_info, pd_info
./utilmy/zutil.py:pd_info, function, df.memory_usage, [CLASS]: df:memory_usage
./utilmy/zutil.py:pd_info_memsize, function, df.info, [CLASS]: df:info
./utilmy/zutil.py:pd_info_memsize, function, pd_info, pd_info
./utilmy/zutil.py:pd_info_memsize, function, df.memory_usage, [CLASS]: df:memory_usage
./utilmy/zutil.py:pd_row_findlast, function, df.iterrows, [CLASS]: df:iterrows
./utilmy/zutil.py:pd_row_select, function, type, [built-In]:type
./utilmy/zutil.py:pd_row_select, function, pd.DataFrame, [CLASS]: pd:DataFrame
./utilmy/zutil.py:pd_row_select, function, list, [built-In]:list
./utilmy/zutil.py:pd_row_select, function, c.endswith, [CLASS]: c:endswith
./utilmy/zutil.py:pd_row_select, function, np.in1d, [CLASS]: np:in1d
./utilmy/zutil.py:pd_row_select, function, ValueError, ValueError
./utilmy/zutil.py:pd_csv_randomread, function, sum, [built-In]:sum
./utilmy/zutil.py:pd_csv_randomread, function, open, [built-In]:open
./utilmy/zutil.py:pd_csv_randomread, function, np.sort, [CLASS]: np:sort
./utilmy/zutil.py:pd_csv_randomread, function, pd.read_csv, [CLASS]: pd:read_csv
./utilmy/zutil.py:pd_array_todataframe, function, np.shape, [CLASS]: np:shape
./utilmy/zutil.py:pd_array_todataframe, function, len, [built-In]:len
./utilmy/zutil.py:pd_array_todataframe, function, pd.DataFrame, [CLASS]: pd:DataFrame
./utilmy/zutil.py:pd_dataframe_toarray, function, df.reset_index, [CLASS]: df:reset_index
./utilmy/zutil.py:pd_createdf, function, pd.DataFrame, [CLASS]: pd:DataFrame
./utilmy/zutil.py:pd_create_colmapdict_nametoint, function, enumerate, [built-In]:enumerate
./utilmy/zutil.py:pd_extract_col_uniquevalue_tocsv, function, np.array, [CLASS]: np:array
./utilmy/zutil.py:pd_extract_col_uniquevalue_tocsv, function, pd.DataFrame, [CLASS]: pd:DataFrame
./utilmy/zutil.py:pd_extract_col_uniquevalue_tocsv, function, print, [built-In]:print
./utilmy/zutil.py:pd_splitdf_inlist, function, list, [built-In]:list
./utilmy/zutil.py:pd_splitdf_inlist, function, l1.append, [CLASS]: l1:append
./utilmy/zutil.py:pd_find, function, str, [built-In]:str
./utilmy/zutil.py:pd_find, function, print, [built-In]:print
./utilmy/zutil.py:pd_find, function, enumerate, [built-In]:enumerate
./utilmy/zutil.py:pd_find, function, np.column_stack, [CLASS]: np:column_stack
./utilmy/zutil.py:pd_find, function, len, [built-In]:len
./utilmy/zutil.py:pd_find, function, gc.collect, [CLASS]: gc:collect
./utilmy/zutil.py:pd_find, function, np_dictordered_create, np_dictordered_create
./utilmy/zutil.py:pd_find, function, range, [built-In]:range
./utilmy/zutil.py:pd_find, function, np.array, [CLASS]: np:array
./utilmy/zutil.py:pd_dtypes, function, pd_dtypes, pd_dtypes
./utilmy/zutil.py:pd_dtypes, function, OrderedDict, OrderedDict
./utilmy/zutil.py:pd_dtypes, function, enumerate, [built-In]:enumerate
./utilmy/zutil.py:pd_dtypes, function, eval, [built-In]:eval
./utilmy/zutil.py:pd_dtypes, function, print, [built-In]:print
./utilmy/zutil.py:pd_df_todict2, function, df.drop_duplicates, [CLASS]: df:drop_duplicates
./utilmy/zutil.py:pd_df_todict2, function, range, [built-In]:range
./utilmy/zutil.py:pd_df_todict2, function, len, [built-In]:len
./utilmy/zutil.py:pd_df_todict2, function, dict0.setdefault, [CLASS]: dict0:setdefault
./utilmy/zutil.py:pd_df_todict, function, df.drop_duplicates, [CLASS]: df:drop_duplicates
./utilmy/zutil.py:pd_df_todict, function, range, [built-In]:range
./utilmy/zutil.py:pd_df_todict, function, len, [built-In]:len
./utilmy/zutil.py:pd_df_todict, function, dict0.setdefault, [CLASS]: dict0:setdefault
./utilmy/zutil.py:pd_df_todict, function, pd_df_todict, pd_df_todict
./utilmy/zutil.py:pd_df_todict, function, df.iterrows, [CLASS]: df:iterrows
./utilmy/zutil.py:pd_applyfun_col, function, ff, ff
./utilmy/zutil.py:pd_date_intersection, function, set, [built-In]:set
./utilmy/zutil.py:pd_date_intersection, function, set.intersection, [CLASS]: set:intersection
./utilmy/zutil.py:pd_date_intersection, function, list, [built-In]:list
./utilmy/zutil.py:pd_date_intersection, function, sorted, [built-In]:sorted
./utilmy/zutil.py:pd_is_categorical, function, isinstance, [built-In]:isinstance
./utilmy/zutil.py:pd_str_unicode_tostr, function, pd_dtypes_type1_totype2, pd_dtypes_type1_totype2
